10000;0.20705294609069824
20000;0.2077796459197998
30000;0.21769046783447266
40000;0.1995246410369873
50000;0.20029544830322266
60000;0.19410324096679688
70000;0.1888289451599121
80000;0.18919038772583008
90000;0.20060396194458008
100000;0.20136594772338867
110000;0.19086217880249023
120000;0.18500256538391113
130000;0.19568133354187012
140000;0.21976280212402344
150000;0.21688628196716309
160000;0.20125412940979004
170000;0.19588685035705566
180000;0.20447897911071777
190000;0.19429731369018555
200000;0.23205780982971191
210000;0.23109078407287598
220000;0.24163103103637695
230000;0.22754120826721191
240000;0.27133965492248535
250000;0.23954439163208008
260000;0.2291862964630127
270000;0.2851994037628174
280000;0.21895265579223633
290000;0.21930241584777832
300000;0.27453136444091797
310000;0.24543285369873047
320000;0.23130178451538086
330000;0.26851582527160645
340000;0.23504924774169922
350000;0.22005724906921387
360000;0.2402329444885254
370000;0.2208421230316162
380000;0.2285470962524414
390000;0.2312917709350586
400000;0.2704463005065918
410000;0.26346731185913086
420000;0.3378453254699707
430000;0.26950812339782715
440000;0.2998230457305908
450000;0.2608780860900879
460000;0.26885199546813965
470000;0.25544166564941406
480000;0.24672865867614746
490000;0.25989723205566406
500000;0.26569104194641113
510000;0.2680072784423828
520000;0.2564826011657715
530000;0.294605016708374
540000;0.29474925994873047
550000;0.29337382316589355
560000;0.2862563133239746
570000;0.3270759582519531
580000;0.3258028030395508
590000;0.2917826175689697
600000;0.36933088302612305
610000;0.29152941703796387
620000;0.31792354583740234
630000;0.29972147941589355
640000;0.2808547019958496
650000;0.29024386405944824
660000;0.2999722957611084
670000;0.3518846035003662
680000;0.30165886878967285
690000;0.29154038429260254
700000;0.3066849708557129
